time,open,high,low,close,volume
2005-01-02 20:00:00+00:00,1619.800,1620.300,1619.300,1619.800,20
2005-01-03 00:00:00+00:00,1620.300,1623.300,1619.800,1620.900,34
2005-01-03 04:00:00+00:00,1620.400,1620.400,1618.400,1619.400,36
2005-01-03 08:00:00+00:00,1619.900,1635.800,1619.900,1631.300,205
2005-01-03 12:00:00+00:00,1630.800,1635.300,1597.000,1605.500,2023
2005-01-03 16:00:00+00:00,1605.000,1612.000,1600.500,1607.000,1593
2005-01-03 20:00:00+00:00,1606.500,1609.500,1599.000,1606.500,919
2005-01-04 00:00:00+00:00,1607.000,1608.000,1606.000,1607.500,39
2005-01-04 04:00:00+00:00,1607.000,1608.500,1606.100,1607.500,38
2005-01-04 08:00:00+00:00,1607.000,1611.500,1606.600,1608.100,94
2005-01-04 12:00:00+00:00,1607.600,1612.100,1593.200,1594.700,1366
2005-01-04 16:00:00+00:00,1595.200,1598.100,1563.800,1569.800,2967
2005-01-04 20:00:00+00:00,1570.300,1577.300,1568.300,1575.300,1166
2005-01-05 00:00:00+00:00,1575.300,1576.800,1574.800,1574.800,25
2005-01-05 04:00:00+00:00,1575.300,1576.800,1573.300,1575.300,40
2005-01-05 08:00:00+00:00,1575.800,1575.800,1571.800,1572.800,107
2005-01-05 12:00:00+00:00,1572.800,1580.300,1564.400,1567.900,1980
2005-01-05 16:00:00+00:00,1568.400,1578.300,1560.900,1568.900,2453
2005-01-05 20:00:00+00:00,1568.400,1575.900,1556.000,1559.500,1027
2005-01-06 00:00:00+00:00,1559.000,1561.000,1559.000,1560.500,39
2005-01-06 04:00:00+00:00,1560.500,1562.000,1560.000,1561.500,47
2005-01-06 08:00:00+00:00,1562.000,1565.500,1561.000,1565.000,104
2005-01-06 12:00:00+00:00,1564.500,1570.000,1557.000,1558.500,1537
2005-01-06 16:00:00+00:00,1559.000,1570.000,1557.500,1561.500,1990
2005-01-06 20:00:00+00:00,1562.000,1563.500,1554.100,1556.100,804
2005-01-07 00:00:00+00:00,1555.600,1557.600,1555.100,1556.600,28
2005-01-07 04:00:00+00:00,1556.100,1557.600,1554.100,1557.600,46
2005-01-07 08:00:00+00:00,1558.100,1560.600,1556.600,1557.600,90
2005-01-07 12:00:00+00:00,1557.100,1567.600,1550.200,1554.700,2195
2005-01-07 16:00:00+00:00,1555.200,1577.100,1554.700,1569.100,2566
2005-01-07 20:00:00+00:00,1569.600,1571.100,1559.700,1560.700,724
2005-01-09 20:00:00+00:00,1563.900,1563.900,1561.900,1562.400,35
2005-01-10 00:00:00+00:00,1562.400,1564.400,1562.400,1562.400,41
2005-01-10 04:00:00+00:00,1562.900,1564.900,1562.400,1564.400,21
2005-01-10 08:00:00+00:00,1564.900,1565.400,1559.900,1561.400,90
2005-01-10 12:00:00+00:00,1561.400,1574.400,1557.500,1571.400,1597
2005-01-10 16:00:00+00:00,1570.900,1577.400,1567.400,1570.900,1726
2005-01-10 20:00:00+00:00,1570.400,1572.400,1557.000,1563.500,1061
2005-01-11 00:00:00+00:00,1563.000,1563.500,1559.000,1560.500,66
2005-01-11 04:00:00+00:00,1561.000,1565.000,1561.000,1562.500,64
2005-01-11 08:00:00+00:00,1562.000,1563.500,1555.100,1556.600,146
