time,open,high,low,close,volume
2006-03-19 00:00:00+00:00,554.00000,554.05000,553.95000,554.05000,5
2006-03-20 00:00:00+00:00,554.05000,556.50000,550.05000,554.35000,3048
2006-03-21 00:00:00+00:00,554.25000,555.15000,547.05000,552.50000,4534
2006-03-22 00:00:00+00:00,552.60000,553.55000,546.95000,550.90000,3833
2006-03-23 00:00:00+00:00,550.90000,551.45000,544.35000,550.10000,4159
2006-03-24 00:00:00+00:00,549.90000,561.35000,548.95000,560.45000,3873
2006-03-26 00:00:00+00:00,560.45000,560.45000,560.45000,560.45000,1
2006-03-27 00:00:00+00:00,560.45000,568.75000,558.65000,567.00000,4063
2006-03-28 00:00:00+00:00,566.90000,569.65000,562.65000,564.05000,4036
2006-03-29 00:00:00+00:00,563.95000,574.25000,560.25000,572.55000,3828
2006-03-30 00:00:00+00:00,572.45000,589.55000,571.45000,588.30000,5220
2006-03-31 00:00:00+00:00,588.20000,588.65000,579.05000,583.65000,4168
2006-04-02 00:00:00+00:00,583.65000,583.65000,583.60000,583.60000,4
2006-04-03 00:00:00+00:00,583.60000,591.95000,582.25000,588.80000,3723
2006-04-04 00:00:00+00:00,589.00000,590.45000,584.85000,586.35000,6353
2006-04-05 00:00:00+00:00,586.35000,589.85000,582.35000,588.95000,6323
2006-04-06 00:00:00+00:00,588.95000,597.15000,586.95000,596.10000,7185
2006-04-07 00:00:00+00:00,596.10000,598.55000,585.35000,588.85000,6388
2006-04-09 00:00:00+00:00,588.85000,591.65000,588.85000,591.25000,238
2006-04-10 00:00:00+00:00,591.25000,600.85000,588.85000,599.55000,6200
2006-04-11 00:00:00+00:00,599.25000,604.20000,593.05000,595.10000,7054
2006-04-12 00:00:00+00:00,595.10000,600.25000,593.45000,598.45000,6312
2006-04-13 00:00:00+00:00,598.45000,598.45000,590.85000,596.50000,5786
2006-04-14 00:00:00+00:00,596.50000,599.20000,596.50000,596.65000,115
2006-04-16 00:00:00+00:00,598.15000,598.15000,598.15000,598.15000,1
2006-04-17 00:00:00+00:00,599.15000,615.80000,599.15000,614.10000,4042
2006-04-18 00:00:00+00:00,614.10000,624.25000,612.65000,624.05000,5903
2006-04-19 00:00:00+00:00,624.05000,642.50000,621.25000,636.60000,7140
2006-04-20 00:00:00+00:00,636.50000,645.75000,607.10000,612.00000,5765
2006-04-21 00:00:00+00:00,612.20000,634.20000,610.75000,633.85000,3070
2006-04-23 00:00:00+00:00,633.85000,640.85000,633.85000,639.85000,42
2006-04-24 00:00:00+00:00,639.25000,639.55000,618.95000,621.85000,4975
2006-04-25 00:00:00+00:00,621.35000,635.10000,621.35000,630.40000,3695
2006-04-26 00:00:00+00:00,630.50000,641.55000,628.40000,641.55000,3832
2006-04-27 00:00:00+00:00,642.15000,643.75000,626.75000,634.85000,4113
2006-04-28 00:00:00+00:00,635.15000,655.80000,633.95000,654.95000,4820
2006-04-30 00:00:00+00:00,654.55000,654.95000,654.15000,654.55000,45
2006-05-01 00:00:00+00:00,655.15000,661.80000,651.10000,655.55000,3772
2006-05-02 00:00:00+00:00,655.35000,669.60000,653.05000,667.70000,5856
2006-05-03 00:00:00+00:00,667.70000,677.65000,658.35000,666.85000,5619
2006-05-04 00:00:00+00:00,666.65000,680.20000,661.05000,679.30000,5912
2006-05-05 00:00:00+00:00,679.30000,685.30000,675.20000,683.55000,5536
2006-05-07 00:00:00+00:00,683.35000,686.25000,680.75000,684.85000,142
2006-05-08 00:00:00+00:00,684.75000,685.35000,671.65000,681.75000,5243
2006-05-09 00:00:00+00:00,681.65000,701.10000,678.30000,700.60000,5047
2006-05-10 00:00:00+00:00,700.60000,710.05000,693.90000,705.75000,5727
2006-05-11 00:00:00+00:00,705.75000,726.45000,704.25000,717.35000,6052
2006-05-12 00:00:00+00:00,717.35000,730.45000,708.50000,715.05000,5192
2006-05-14 00:00:00+00:00,714.55000,714.65000,712.55000,714.25000,212
2006-05-15 00:00:00+00:00,714.25000,720.35000,676.60000,678.10000,5466
2006-05-16 00:00:00+00:00,677.70000,693.20000,674.70000,688.90000,5342
2006-05-17 00:00:00+00:00,688.50000,716.50000,685.35000,689.25000,5999
2006-05-18 00:00:00+00:00,689.35000,694.90000,678.60000,680.10000,5579
2006-05-19 00:00:00+00:00,680.40000,689.30000,650.90000,658.45000,5526
2006-05-21 00:00:00+00:00,658.65000,659.65000,654.95000,657.75000,196
2006-05-22 00:00:00+00:00,658.45000,661.45000,636.50000,658.35000,3970
2006-05-23 00:00:00+00:00,658.35000,674.70000,651.45000,666.00000,5085
2006-05-24 00:00:00+00:00,666.00000,670.75000,636.10000,642.75000,5058
2006-05-25 00:00:00+00:00,643.15000,652.05000,638.60000,651.55000,4259
2006-05-26 00:00:00+00:00,651.55000,655.55000,640.70000,653.75000,3068
2006-05-28 00:00:00+00:00,653.35000,653.35000,651.75000,652.70000,9
2006-05-29 00:00:00+00:00,653.20000,654.60000,649.95000,650.45000,1274
2006-05-30 00:00:00+00:00,650.25000,665.35000,648.55000,653.05000,4345
2006-05-31 00:00:00+00:00,652.95000,660.00000,638.80000,645.60000,4142
2006-06-01 00:00:00+00:00,645.00000,645.20000,621.00000,626.25000,4288
2006-06-02 00:00:00+00:00,626.05000,639.20000,619.30000,638.15000,4284
2006-06-04 00:00:00+00:00,638.35000,641.45000,638.35000,640.95000,163
2006-06-05 00:00:00+00:00,640.95000,645.85000,634.15000,634.45000,5318
2006-06-06 00:00:00+00:00,634.65000,639.35000,625.85000,628.55000,4299
2006-06-07 00:00:00+00:00,628.95000,631.45000,616.95000,626.65000,5540
2006-06-08 00:00:00+00:00,626.75000,627.65000,607.95000,609.20000,5980
2006-06-09 00:00:00+00:00,609.20000,618.00000,601.45000,607.95000,5264
2006-06-11 00:00:00+00:00,607.45000,609.10000,607.15000,609.00000,119
2006-06-12 00:00:00+00:00,609.00000,612.05000,602.85000,604.20000,3625
2006-06-13 00:00:00+00:00,604.30000,604.90000,561.45000,564.00000,5209
2006-06-14 00:00:00+00:00,563.60000,571.50000,542.25000,554.75000,4085
2006-06-15 00:00:00+00:00,554.95000,578.85000,554.35000,578.10000,4306
2006-06-16 00:00:00+00:00,577.90000,584.80000,567.05000,581.15000,3188
2006-06-18 00:00:00+00:00,580.75000,580.75000,578.35000,578.95000,249
2006-06-19 00:00:00+00:00,579.05000,579.35000,563.15000,565.35000,4758
2006-06-20 00:00:00+00:00,565.35000,578.65000,561.20000,578.45000,5330
2006-06-21 00:00:00+00:00,578.55000,591.25000,570.45000,589.70000,5413
2006-06-22 00:00:00+00:00,589.70000,595.15000,579.40000,582.25000,4419
2006-06-23 00:00:00+00:00,582.15000,586.65000,571.75000,583.05000,4451
2006-06-25 00:00:00+00:00,583.05000,586.65000,583.00000,586.20000,290
