time,open,high,low,close,volume
2008-01-18 00:00:00+00:00,459.89900,464.59600,455.23900,455.23900,4781
2008-01-21 00:00:00+00:00,449.69800,450.50500,425.58600,428.23100,32785
2008-01-22 00:00:00+00:00,422.83700,442.14900,404.91700,438.06000,44085
2008-01-23 00:00:00+00:00,440.38300,447.18500,417.03700,420.59700,33370
2008-01-24 00:00:00+00:00,435.07500,449.37800,434.20900,449.12400,22810
2008-01-25 00:00:00+00:00,453.30800,458.34100,440.54200,441.95200,18574
2008-01-28 00:00:00+00:00,433.71900,443.67400,426.97200,442.11000,15688
2008-01-29 00:00:00+00:00,446.28900,451.67500,443.56300,448.88500,12374
2008-01-30 00:00:00+00:00,446.57400,448.44000,442.73300,445.95300,10810
2008-01-31 00:00:00+00:00,443.23900,445.84500,432.53000,443.62400,17010
2008-02-01 00:00:00+00:00,446.03900,456.58700,445.08200,453.86300,17859
2008-02-04 00:00:00+00:00,457.48800,458.93700,451.45600,452.84900,8500
2008-02-05 00:00:00+00:00,451.19300,454.94200,437.42500,438.22800,12634
2008-02-06 00:00:00+00:00,434.26600,445.53900,432.05200,444.48500,13278
2008-02-07 00:00:00+00:00,440.22200,442.16900,430.39900,434.43900,15574
2008-02-08 00:00:00+00:00,436.69800,440.65000,430.53600,434.02600,12432
2008-02-11 00:00:00+00:00,430.69900,436.01300,426.73700,428.63100,11173
2008-02-12 00:00:00+00:00,431.03800,445.33900,426.11600,444.53600,15014
2008-02-13 00:00:00+00:00,441.18500,447.88800,438.02000,444.77200,12784
2008-02-14 00:00:00+00:00,448.92400,450.72400,441.65500,442.20500,11039
2008-02-15 00:00:00+00:00,442.05000,446.59700,434.80800,435.70800,10732
2008-02-18 00:00:00+00:00,439.57700,447.52500,438.52800,445.62700,5403
2008-02-19 00:00:00+00:00,445.08200,453.82900,440.78600,450.38200,12131
2008-02-20 00:00:00+00:00,447.68900,451.68800,445.49100,447.54300,12662
2008-02-21 00:00:00+00:00,452.19500,458.54400,450.44700,454.24800,10498
2008-02-22 00:00:00+00:00,451.65400,457.65400,449.60900,452.95700,10224
2008-02-25 00:00:00+00:00,458.32700,462.72600,455.53100,459.98000,8103
2008-02-26 00:00:00+00:00,462.48400,465.43600,459.78800,465.13600,9448
2008-02-27 00:00:00+00:00,465.79100,467.14100,456.29800,463.29600,10626
2008-02-28 00:00:00+00:00,459.80300,461.70200,452.85900,453.85900,9723
2008-02-29 00:00:00+00:00,452.66500,453.66500,444.52100,446.82000,11631
2008-03-04 00:00:00+00:00,442.85300,447.00200,434.85800,436.90800,12462
2008-03-05 00:00:00+00:00,439.41200,445.71300,437.36400,444.96400,9629
2008-03-06 00:00:00+00:00,445.71900,446.11900,436.67500,437.87400,10983
2008-03-07 00:00:00+00:00,432.18100,438.63200,430.48200,435.28400,17445
2008-03-10 00:00:00+00:00,430.85600,434.75600,426.31000,428.56000,12527
2008-03-11 00:00:00+00:00,428.91500,440.11500,428.21500,434.01700,14547
2008-03-12 00:00:00+00:00,439.32100,443.37200,437.52200,440.42400,11348
2008-03-13 00:00:00+00:00,433.93100,435.78400,428.43400,435.03400,16544
2008-03-14 00:00:00+00:00,434.43900,442.04000,429.24200,431.14200,21254
2008-03-17 00:00:00+00:00,421.26500,424.21500,414.56700,416.36900,22444
2008-03-18 00:00:00+00:00,421.37300,428.22600,420.07400,427.27600,12070
2008-03-19 00:00:00+00:00,433.48100,433.88100,424.08200,427.38400,16888
2008-03-20 00:00:00+00:00,427.40000,432.24100,426.33100,430.76300,12024
2008-03-25 00:00:00+00:00,440.73700,443.82500,437.43200,440.95100,9581
2008-03-26 00:00:00+00:00,440.20900,442.49600,438.47800,442.04000,7907
2008-03-27 00:00:00+00:00,440.84300,449.23200,440.58500,445.50400,10132
2008-03-28 00:00:00+00:00,445.37000,448.32600,443.89000,445.43000,7879
2008-03-31 00:00:00+00:00,442.12300,446.85800,438.62100,445.91800,8765
2008-04-01 00:00:00+00:00,445.47900,457.64700,442.44400,457.24000,10483
2008-04-02 00:00:00+00:00,461.03200,461.88900,453.43500,459.87900,10515
2008-04-03 00:00:00+00:00,459.99000,461.34100,455.53600,458.38500,9162
2008-04-04 00:00:00+00:00,459.95700,464.14400,458.93600,463.69000,9546
2008-04-07 00:00:00+00:00,463.72800,468.33000,463.37600,468.10800,5878
2008-04-08 00:00:00+00:00,464.94900,466.56300,462.57000,465.35400,5495
2008-04-09 00:00:00+00:00,465.56500,467.01900,462.48600,462.65700,6124
2008-04-10 00:00:00+00:00,461.05900,462.80600,454.75500,460.61400,9462
2008-04-11 00:00:00+00:00,461.57700,464.16300,451.51100,454.35400,12645
2008-04-14 00:00:00+00:00,448.99300,452.47300,448.02300,451.15600,7032
2008-04-15 00:00:00+00:00,452.77100,456.25400,449.31700,454.67500,8877
2008-04-16 00:00:00+00:00,458.04600,463.11300,455.30700,462.45300,8118
2008-04-17 00:00:00+00:00,465.81700,465.91700,460.19400,462.92100,8691
2008-04-18 00:00:00+00:00,462.70000,473.82600,461.64000,472.66600,8309
2008-04-21 00:00:00+00:00,472.55900,473.31000,466.40500,468.15900,7326
2008-04-22 00:00:00+00:00,469.31700,469.31700,461.10600,463.16100,7862
2008-04-23 00:00:00+00:00,462.91300,469.20800,460.93900,468.50400,8545
2008-04-24 00:00:00+00:00,466.80000,467.45000,460.31000,465.26300,10979
2008-04-25 00:00:00+00:00,467.27400,471.01300,466.69100,468.04500,8901
2008-04-28 00:00:00+00:00,469.99700,474.14500,468.74000,471.92200,5828
2008-04-29 00:00:00+00:00,472.12500,473.81800,469.69000,471.39000,6244
2008-04-30 00:00:00+00:00,471.54400,476.37700,469.57400,475.57300,5725
2008-05-02 00:00:00+00:00,477.90100,484.53900,477.17700,481.82800,7746
2008-05-05 00:00:00+00:00,480.46500,483.19300,480.26100,482.08600,3049
2008-05-06 00:00:00+00:00,482.38800,484.08500,477.55300,481.75400,5834
2008-05-07 00:00:00+00:00,484.31000,487.88600,481.09900,485.57900,5914
2008-05-08 00:00:00+00:00,481.92500,485.45800,481.47100,484.99700,5430
2008-05-09 00:00:00+00:00,482.54500,482.99100,478.62000,480.56000,5901
2008-05-12 00:00:00+00:00,481.65100,484.94300,480.87200,482.16900,3543
2008-05-13 00:00:00+00:00,483.77100,484.31900,475.90400,480.68600,7418
2008-05-14 00:00:00+00:00,480.58900,489.86300,480.08800,488.45900,7625
2008-05-15 00:00:00+00:00,486.60900,490.94500,486.15400,489.62600,6041
2008-05-16 00:00:00+00:00,489.55000,492.36100,487.10100,488.64100,5974
2008-05-19 00:00:00+00:00,490.61200,494.92300,489.47300,494.77400,4583
2008-05-20 00:00:00+00:00,492.83900,493.18700,486.21200,486.21300,5773
2008-05-21 00:00:00+00:00,486.56300,489.01400,484.43100,486.84700,6735
2008-05-22 00:00:00+00:00,483.32000,486.21300,482.00500,484.45000,7621
2008-05-23 00:00:00+00:00,484.80000,484.80100,477.57100,477.87100,6733
2008-05-26 00:00:00+00:00,478.49500,479.99300,476.45700,477.43400,1639
2008-05-27 00:00:00+00:00,477.98400,479.98000,471.92200,473.58800,6561
2008-05-28 00:00:00+00:00,474.48600,483.77100,474.23700,481.29200,9036
2008-05-29 00:00:00+00:00,483.23700,485.33700,479.83100,482.67400,6876
2008-05-30 00:00:00+00:00,484.47000,487.08600,482.81200,484.15700,6348
2008-06-02 00:00:00+00:00,485.73100,485.73100,476.32200,479.83800,6850
2008-06-03 00:00:00+00:00,477.79400,484.15900,476.84700,483.31400,6501
2008-06-04 00:00:00+00:00,481.07200,483.41600,474.01600,478.11700,8495
2008-06-05 00:00:00+00:00,476.27300,483.62600,476.27300,482.49300,8470
2008-06-06 00:00:00+00:00,485.03600,486.68700,470.01200,470.41100,12095
2008-06-09 00:00:00+00:00,468.53500,472.35400,467.68700,468.87100,8867
2008-06-10 00:00:00+00:00,466.87300,467.42600,462.13900,465.26300,8442
