time,open,high,low,close,volume
2005-01-03 00:00:00+00:00,11693.00000,11713.20000,11591.10000,11601.30000,49
2005-01-04 00:00:00+00:00,11670.60000,11675.60000,11553.50000,11553.50000,55
2005-01-05 00:00:00+00:00,11541.90000,11582.30000,11516.00000,11516.00000,29
2005-01-06 00:00:00+00:00,11625.70000,11656.00000,11605.30000,11635.20000,33
2005-01-07 00:00:00+00:00,11633.70000,11638.70000,11562.70000,11567.30000,32
2005-01-10 00:00:00+00:00,11571.50000,11636.90000,11565.90000,11601.20000,37
2005-01-11 00:00:00+00:00,11635.10000,11640.10000,11584.10000,11619.30000,53
2005-01-12 00:00:00+00:00,11541.90000,11581.80000,11491.20000,11551.40000,89
2005-01-13 00:00:00+00:00,11514.50000,11539.60000,11488.70000,11518.90000,36
2005-01-14 00:00:00+00:00,11547.70000,11607.70000,11542.60000,11607.70000,22
2005-01-18 00:00:00+00:00,11534.00000,11644.40000,11528.90000,11644.40000,38
2005-01-19 00:00:00+00:00,11531.80000,11546.90000,11450.50000,11455.50000,31
2005-01-20 00:00:00+00:00,11358.10000,11388.40000,11287.10000,11347.40000,41
2005-01-21 00:00:00+00:00,11401.40000,11446.60000,11340.20000,11350.30000,32
2005-01-24 00:00:00+00:00,11369.80000,11404.60000,11344.50000,11349.00000,36
2005-01-25 00:00:00+00:00,11382.80000,11473.20000,11382.80000,11407.30000,38
2005-01-26 00:00:00+00:00,11481.40000,11526.70000,11466.00000,11475.80000,31
2005-01-27 00:00:00+00:00,11428.90000,11458.80000,11413.10000,11423.20000,35
2005-01-28 00:00:00+00:00,11386.50000,11426.60000,11355.90000,11400.90000,41
2005-01-31 00:00:00+00:00,11470.70000,11510.60000,11449.90000,11465.00000,28
2005-02-01 00:00:00+00:00,11463.50000,11538.40000,11463.40000,11538.40000,28
2005-02-02 00:00:00+00:00,11521.80000,11551.50000,11501.50000,11551.30000,31
2005-02-03 00:00:00+00:00,11479.30000,11483.80000,11428.60000,11463.60000,25
2005-02-04 00:00:00+00:00,11411.80000,11496.70000,11401.70000,11471.50000,45
2005-02-07 00:00:00+00:00,11546.20000,11600.90000,11545.90000,11580.70000,33
2005-02-08 00:00:00+00:00,11564.10000,11598.70000,11559.10000,11598.70000,16
2005-02-09 00:00:00+00:00,11582.10000,11582.10000,11460.80000,11460.80000,50
2005-02-10 00:00:00+00:00,11625.10000,11634.50000,11569.60000,11609.40000,44
2005-02-11 00:00:00+00:00,11633.00000,11723.00000,11622.90000,11712.70000,34
