date,open,high,low,close,volume
2007-12-10,806.5,818.0,799.5,813.5,77880.0
2007-12-11,811.5,819.3,801.5,817.1,85570.0
2007-12-12,804.5,822.8,802.2,818.8,104700.0
2007-12-13,812.9,819.0,796.8,804.0,117080.0
2007-12-14,801.7,808.5,792.3,798.0,93430.0
2007-12-17,798.8,803.6,789.6,799.3,67020.0
2007-12-18,798.9,811.4,794.7,807.4,80780.0
2007-12-19,807.6,809.4,802.2,805.4,58500.0
2007-12-20,807.3,807.6,797.2,803.2,63780.0
2007-12-21,800.0,816.7,799.5,815.4,74030.0
2007-12-24,815.5,819.7,812.2,816.5,23740.0
2007-12-26,816.3,830.2,811.6,829.5,55510.0
2007-12-27,828.1,835.5,825.2,831.8,68250.0
2007-12-28,829.6,844.6,828.3,842.7,61730.0
2007-12-31,843.2,847.4,833.0,838.0,48300.0
2008-01-02,837.5,864.9,837.5,860.0,137800.0
2008-01-03,861.5,872.9,856.5,869.1,136250.0
2008-01-04,866.1,871.8,857.0,865.7,122760.0
2008-01-07,862.8,867.8,857.8,862.0,89730.0
2008-01-08,860.7,884.0,859.4,880.3,125470.0
2008-01-09,880.3,894.4,873.8,881.7,137270.0
2008-01-10,881.0,897.3,867.8,893.6,180840.0
2008-01-11,896.8,900.1,888.8,897.7,125400.0
2008-01-14,899.4,915.9,893.1,903.4,135000.0
2008-01-15,904.6,916.1,888.6,902.6,166330.0
2008-01-16,890.6,901.0,875.0,882.0,203120.0
2008-01-17,878.1,891.5,875.2,880.5,127240.0
2008-01-18,879.8,889.4,870.6,881.7,113550.0
2008-01-22,882.0,895.6,849.5,890.3,274250.0
2008-01-23,893.5,896.5,876.6,883.1,166820.0
2008-01-24,892.2,914.2,889.4,905.8,165390.0
2008-01-25,914.1,924.3,906.0,910.7,155340.0
2008-01-28,912.5,929.8,912.5,927.1,169890.0
2008-01-29,928.5,933.3,919.6,925.1,157690.0
