date,open,high,low,close,volume
2008-06-02,2026.6,2028.0,1989.3,2006.8,346470000.0
2008-06-03,2015.0,2027.2,1977.9,1996.8,424260000.0
2008-06-04,1991.9,2035.1,1989.2,2021.4,415100000.0
2008-06-05,2027.2,2055.8,2020.6,2055.1,388520000.0
2008-06-06,2036.2,2039.5,1990.4,1990.4,440590000.0
2008-06-09,1995.4,1997.9,1948.3,1979.7,393550000.0
2008-06-10,1960.4,1988.0,1957.1,1972.5,369450000.0
2008-06-11,1968.9,1970.3,1924.3,1924.3,401180000.0
2008-06-12,1941.7,1954.2,1909.9,1924.3,474270000.0
2008-06-13,1938.3,1968.1,1928.7,1966.0,440680000.0
2008-06-16,1954.0,1991.7,1953.3,1984.8,363760000.0
2008-06-17,1990.0,1993.1,1969.7,1972.8,319790000.0
2008-06-18,1962.8,1968.1,1943.9,1951.1,344310000.0
2008-06-19,1947.6,1991.3,1935.8,1982.7,400360000.0
2008-06-20,1962.3,1963.5,1920.3,1928.4,545030000.0
2008-06-23,1936.7,1940.7,1910.9,1913.3,330820000.0
2008-06-24,1906.8,1926.1,1888.0,1903.7,406960000.0
2008-06-25,1911.1,1951.5,1910.2,1933.9,388750000.0
2008-06-26,1898.8,1898.8,1855.4,1855.4,448050000.0
2008-06-27,1854.4,1865.6,1829.3,1855.7,469190000.0
2008-06-30,1852.8,1863.3,1837.1,1837.1,361540000.0
2008-07-01,1821.9,1864.1,1817.1,1862.7,490700000.0
2008-07-02,1868.8,1874.8,1815.8,1816.2,438550000.0
2008-07-03,1828.8,1832.2,1801.7,1816.3,268339999.99999997
2008-07-04,1822.0,1828.5,1813.8,1822.0,
2008-07-07,1834.3,1848.3,1799.5,1826.9,463990000.0
2008-07-08,1829.6,1871.3,1822.0,1871.3,458310000.0
2008-07-09,1866.8,1871.3,1818.9,1819.2,442730000.0
2008-07-10,1826.6,1846.5,1805.3,1839.6,425960000.0
2008-07-11,1820.2,1839.8,1784.4,1810.9,481900000.0
2008-07-14,1834.9,1837.0,1792.5,1798.0,372060000.0
2008-07-15,1786.9,1826.1,1761.1,1798.3,535110000.0
2008-07-16,1799.6,1844.5,1786.1,1843.9,442110000.0
2008-07-17,1851.0,1863.0,1829.7,1853.5,477020000.0
2008-07-18,1827.3,1834.7,1816.8,1823.2,491170000.0
2008-07-21,1831.9,1837.5,1809.8,1819.8,333530000.0
2008-07-22,1787.5,1821.8,1784.3,1821.6,458180000.0
2008-07-23,1823.4,1865.2,1819.1,1845.6,469670000.0
2008-07-24,1855.0,1855.0,1816.8,1817.0,467160000.0
2008-07-25,1829.9,1849.2,1820.9,1846.6,355570000.0
2008-07-28,1841.3,1850.5,1798.3,1803.0,361830000.0
2008-07-29,1813.3,1851.3,1813.0,1845.6,437070000.0
2008-07-30,1850.3,1863.0,1825.6,1852.8,409570000.0
2008-07-31,1835.3,1874.5,1832.7,1849.2,420130000.0
2008-08-01,1847.5,1849.2,1806.4,1826.6,394740000.0
2008-08-04,1825.7,1825.7,1802.1,1804.8,349400000.0
2008-08-05,1825.9,1869.8,1824.0,1869.8,421380000.0
2008-08-06,1866.9,1902.9,1853.4,1895.2,403400000.0
2008-08-07,1883.0,1904.1,1873.0,1880.1,396310000.0
2008-08-08,1880.4,1928.5,1877.1,1926.2,376600000.0
2008-08-11,1921.8,1962.5,1917.8,1941.2,362980000.0
2008-08-12,1939.0,1957.4,1932.5,1941.1,343230000.0
2008-08-13,1938.1,1955.5,1920.8,1942.0,328430000.0
2008-08-14,1930.8,1969.4,1930.4,1964.4,307020000.0
2008-08-15,1967.5,1973.6,1950.1,1957.6,336980000.0
2008-08-18,1962.2,1963.5,1921.0,1932.7,281280000.0
2008-08-19,1924.6,1933.1,1900.4,1908.7,320900000.0
2008-08-20,1921.8,1932.4,1900.0,1913.0,294800000.0
2008-08-21,1900.1,1913.4,1886.2,1906.7,245860000.0
2008-08-22,1915.8,1937.8,1915.4,1931.5,217860000.0
2008-08-25,1918.4,1918.8,1885.7,1889.7,256740000.0
2008-08-26,1889.9,1901.1,1874.8,1886.3,243040000.0
2008-08-27,1887.1,1913.5,1881.5,1900.3,244120000.0
2008-08-28,1906.1,1921.2,1904.2,1915.1,266800000.0
2008-08-29,1895.8,1899.6,1866.8,1872.5,305080000.0
2008-09-02,1904.2,1912.7,1843.1,1850.1,331200000.0
2008-09-03,1847.5,1854.4,1820.5,1833.1,372450000.0
2008-09-04,1819.5,1824.6,1774.8,1774.8,439910000.0
2008-09-05,1758.5,1778.9,1740.4,1768.2,407480000.0
2008-09-08,1794.1,1796.8,1734.9,1762.9,463980000.0
2008-09-09,1765.0,1779.3,1721.6,1721.6,474600000.0
2008-09-10,1739.7,1754.2,1725.8,1738.1,397580000.0
2008-09-11,1714.8,1774.4,1713.9,1773.7,434950000.0
2008-09-12,1756.1,1775.5,1743.7,1767.1,387590000.0
2008-09-15,1721.8,1757.6,1705.5,1705.5,488820000.0
2008-09-16,1686.7,1739.2,1683.3,1724.1,640460000.0
2008-09-17,1701.8,1708.2,1632.4,1632.4,580430000.0
2008-09-18,1668.3,1704.2,1606.3,1697.4,695330000.0
2008-09-19,1760.3,1773.8,1718.2,1745.1,849690000.0
2008-09-22,1742.5,1743.3,1665.4,1665.9,350640000.0
2008-09-23,1678.9,1696.6,1645.6,1648.4,375470000.0
2008-09-24,1657.6,1677.9,1648.7,1661.3,324050000.0
2008-09-25,1675.4,1708.4,1668.7,1687.6,343590000.0
2008-09-26,1642.7,1677.7,1635.5,1672.0,387690000.0
2008-09-29,1638.4,1643.2,1496.2,1496.2,590120000.0
2008-09-30,1540.5,1597.7,1530.0,1594.6,478010000.0
2008-10-01,1581.1,1584.3,1548.0,1563.8,383540000.0
2008-10-02,1547.1,1554.2,1490.7,1491.1,438310000.0
2008-10-03,1516.1,1551.6,1469.0,1470.8,510610000.0
2008-10-06,1431.0,1440.2,1339.2,1411.3,736580000.0
2008-10-07,1416.3,1433.1,1330.0,1330.0,622280000.0
2008-10-08,1298.6,1386.3,1296.0,1330.6,812760000.0
2008-10-09,1349.6,1369.8,1261.5,1275.1,644220000.0
2008-10-10,1234.9,1317.5,1196.1,1269.8,962660000.0
2008-10-13,1338.6,1429.5,1318.9,1429.5,962850000.0
2008-10-14,1470.8,1471.0,1350.6,1364.6,642550000.0
2008-10-15,1351.4,1356.2,1244.2,1244.2,588010000.0
2008-10-16,1256.2,1313.0,1192.3,1313.0,774570000.0
2008-10-17,1291.6,1367.9,1278.9,1311.7,624340000.0
2008-10-20,1329.7,1352.8,1290.0,1352.8,424480000.0
2008-10-21,1329.7,1351.6,1281.7,1283.4,443850000.0
2008-10-22,1272.9,1284.8,1209.8,1237.1,585300000.0
2008-10-23,1240.2,1264.0,1177.2,1239.2,708560000.0
2008-10-24,1149.1,1229.0,1149.1,1202.3,604370000.0
2008-10-27,1182.6,1227.5,1167.7,1169.8,481980000.0
2008-10-28,1210.0,1297.6,1174.6,1297.6,612250000.0
2008-10-29,1292.3,1343.8,1272.2,1302.1,585040000.0
2008-10-30,1333.3,1344.2,1301.0,1333.9,557660000.0
2008-10-31,1318.4,1358.8,1306.0,1334.8,513760000.0
2008-11-03,1333.2,1346.8,1322.4,1334.8,340160000.0
2008-11-04,1363.3,1382.7,1342.3,1378.4,281510000.0
2008-11-05,1359.8,1365.3,1298.6,1300.0,456810000.0
2008-11-06,1278.1,1294.7,1235.8,1242.0,555110000.0
2008-11-07,1258.4,1279.4,1244.2,1271.6,396840000.0
2008-11-10,1298.0,1298.1,1237.1,1251.0,315370000.0
2008-11-11,1236.4,1249.3,1209.0,1225.6,315900000.0
2008-11-12,1204.2,1211.0,1164.9,1165.4,427410000.0
2008-11-13,1167.8,1240.9,1109.9,1240.9,651130000.0
2008-11-14,1209.6,1235.9,1176.3,1179.6,461760000.0
2008-11-17,1157.5,1188.0,1149.2,1152.0,410420000.0
2008-11-18,1158.1,1167.2,1113.3,1155.8,509760000.0
2008-11-19,1154.2,1168.5,1087.6,1087.6,528490000.0
2008-11-20,1076.5,1115.0,1035.3,1036.5,693350000.0
2008-11-21,1059.7,1085.6,1018.9,1085.6,686470000.0
2008-11-24,1106.0,1163.1,1096.6,1154.3,537500000.0
2008-11-25,1164.4,1164.6,1118.3,1142.6,516000000.0
2008-11-26,1126.9,1193.1,1126.9,1193.1,372680000.0
2008-11-28,1181.4,1186.0,1171.8,1185.8,159030000.0
2008-12-01,1156.5,1156.5,1091.2,1091.2,416500000.0
2008-12-02,1110.0,1132.9,1091.0,1130.0,433080000.0
2008-12-03,1103.9,1166.2,1101.6,1166.2,495110000.0
2008-12-04,1144.3,1168.7,1110.7,1127.8,442550000.0
2008-12-05,1113.4,1180.1,1096.1,1177.9,485030000.0
2008-12-08,1202.8,1237.2,1196.9,1225.1,478100000.0
2008-12-09,1204.7,1251.6,1202.1,1212.4,472320000.0
2008-12-10,1223.5,1236.5,1203.7,1222.4,379350000.0
2008-12-11,1210.8,1229.0,1176.1,1180.5,385990000.0
2008-12-12,1161.6,1212.0,1157.2,1206.7,379720000.0
2008-12-15,1206.9,1206.9,1167.4,1181.9,322480000.0
2008-12-16,1194.8,1244.8,1194.6,1243.5,461420000.0
2008-12-17,1225.7,1242.2,1211.5,1225.9,412330000.0
2008-12-18,1227.3,1234.1,1192.7,1204.7,388920000.0
2008-12-19,1219.7,1235.2,1210.9,1217.2,647730000.0
2008-12-22,1212.3,1214.6,1169.2,1189.2,296270000.0
2008-12-23,1194.6,1204.6,1175.8,1183.2,204120000.0
2008-12-24,1186.6,1188.0,1179.3,1184.3,69680000.0
2008-12-26,1189.6,1190.5,1178.7,1185.4,86680000.0
2008-12-29,1186.0,1188.1,1158.1,1173.2,188670000.0
2008-12-30,1182.2,1203.4,1177.9,1201.3,189580000.0
2008-12-31,1202.3,1223.5,1199.5,1211.7,234400000.0
2009-01-02,1212.7,1266.4,1208.9,1263.7,248580000.0
2009-01-05,1254.7,1274.1,1244.9,1262.5,298950000.0
2009-01-06,1274.4,1286.1,1265.5,1274.5,343800000.0
2009-01-07,1250.0,1256.3,1228.3,1238.6,388100000.0
2009-01-08,1231.8,1252.5,1223.8,1252.5,326130000.0
2009-01-09,1252.6,1252.9,1217.6,1223.0,338940000.0
2009-01-12,1225.1,1225.8,1188.2,1201.1,299020000.0
2009-01-13,1200.9,1219.1,1186.9,1202.7,378150000.0
2009-01-14,1183.8,1190.4,1157.9,1163.4,365940000.0
2009-01-15,1159.9,1192.4,1141.7,1183.5,428990000.0
2009-01-16,1199.2,1202.8,1167.3,1198.1,441340000.0
2009-01-20,1194.0,1195.9,1136.6,1136.6,388640000.0
2009-01-21,1156.7,1186.4,1142.3,1185.8,382800000.0
2009-01-22,1161.9,1187.7,1149.3,1168.1,489710000.0
2009-01-23,1148.6,1192.6,1144.4,1175.9,415720000.0
2009-01-26,1177.4,1202.9,1169.2,1184.6,350790000.0
2009-01-27,1185.8,1202.1,1184.4,1194.4,335180000.0
2009-01-28,1213.8,1246.0,1213.2,1235.9,392350000.0
2009-01-29,1217.8,1220.7,1198.8,1203.8,369340000.0
2009-01-30,1212.3,1216.5,1176.8,1180.3,415150000.0
2009-02-02,1168.1,1203.5,1167.5,1195.8,361610000.0
2009-02-03,1198.8,1218.9,1180.3,1215.7,364350000.0
2009-02-04,1215.6,1243.7,1211.0,1215.4,424410000.0
2009-02-05,1200.3,1250.1,1199.5,1245.1,466470000.0
2009-02-06,1244.4,1280.4,1243.9,1277.5,382290000.0
2009-02-09,1276.7,1286.8,1267.9,1281.7,311690000.0
2009-02-10,1269.5,1286.9,1223.5,1229.3,485710000.0
2009-02-11,1231.6,1239.9,1208.5,1227.1,374490000.0
2009-02-12,1212.0,1243.6,1204.4,1242.8,425190000.0
2009-02-13,1240.8,1250.1,1231.6,1236.8,293890000.0
2009-02-17,1197.6,1204.5,1180.4,1187.0,396340000.0
2009-02-18,1193.9,1204.6,1172.9,1188.8,353680000.0
2009-02-19,1194.3,1201.9,1166.5,1167.9,355160000.0
2009-02-20,1157.1,1183.4,1153.2,1172.7,479520000.0
2009-02-23,1180.1,1180.1,1126.6,1129.0,379710000.0
2009-02-24,1138.7,1176.6,1136.1,1171.4,451620000.0
2009-02-25,1158.9,1183.9,1142.8,1160.8,448720000.0
2009-02-26,1168.1,1174.8,1127.1,1127.1,419880000.0
2009-02-27,1116.8,1135.4,1112.1,1117.0,493420000.0
2009-03-02,1099.0,1116.2,1074.8,1076.7,418250000.0
2009-03-03,1092.4,1102.1,1072.4,1080.7,454880000.0
2009-03-04,1096.2,1124.7,1093.4,1110.3,437930000.0
2009-03-05,1094.1,1105.5,1072.5,1074.5,435370000.0
2009-03-06,1082.5,1088.0,1043.6,1064.7,497250000.0
2009-03-09,1058.8,1087.4,1040.4,1043.9,370520000.0
2009-03-10,1060.4,1112.4,1060.4,1112.4,432320000.0
2009-03-11,1118.3,1135.4,1106.7,1125.9,385030000.0
2009-03-12,1121.9,1167.2,1113.7,1164.7,387780000.0
2009-03-13,1162.9,1170.5,1149.6,1168.5,346540000.0
2009-03-16,1177.3,1177.3,1144.2,1145.4,336470000.0
