date,open,high,low,close
2016-03-01,116.36483771538501,116.042242125679,117.29650174833446,117.2026645469358
2016-03-02,116.94989100729468,116.83789685741937,117.47538197226368,117.12765484162577
2016-03-03,117.11828537879546,116.9312104081401,117.39060980759479,117.12765484162577
2016-03-04,116.3618093989168,116.20428823632868,116.98680869583258,116.74347613374525
2016-03-07,116.24947180359845,116.2216342864041,116.63125875841642,116.48197074720565
2016-03-08,117.88841811193888,116.90970050328225,117.8979084048154,117.16222545636934
2016-03-09,116.2287362885232,116.19170602606569,116.86188169168106,116.70294953258038
2016-03-10,115.62511974390368,115.4321201799086,116.32902146615108,116.18012031867441
2016-03-11,115.32830560164238,115.18143733599241,115.8267631414606,115.7711662951527
2016-03-14,116.11434312201703,115.76191939688631,116.17949746284702,115.94713846792133
2016-03-15,115.83587372089096,115.39294199631493,115.94713846792135,115.8822080703793
2016-03-16,116.92526901258637,116.34555156526287,117.2267442046259,116.39208978588897
2016-03-17,116.6250603419056,116.12300730790822,116.72786310364619,116.53176029363206
2016-03-18,116.9520816476889,116.5969450724442,116.9520816476889,116.72753365092534
2016-03-21,116.13103395804295,115.89967880233722,116.4192002954078,116.35400554324238
2016-03-22,115.8709390132425,115.50207012661063,116.12126029291585,116.10268089126899
2016-03-23,117.38253825223644,116.64109581824533,117.41088011257904,116.70641483190356
2016-03-24,116.36140545600229,116.06465976150179,116.52899269381697,116.51034805498597
2016-03-28,116.9588601013922,116.48243023995681,116.99639202601358,116.66880212834074
2016-03-29,118.15287512860465,117.36859100866911,118.2957328689665,117.40614895779187
2016-03-30,117.00288476694713,116.9561732990587,117.5003300495276,117.18072915179289
2016-03-31,118.15927386287258,117.71503053261459,118.31127164240353,117.72444773505721
2016-04-01,117.7810007123519,117.5739049630175,118.06458257602529,117.68677591178201
2016-04-04,117.82803394480409,117.71500041635755,118.07368616856841,117.79975521665733
2016-04-05,118.61308043732467,118.14830307295611,118.61308043732467,118.19556239418529
2016-04-06,117.59165723745306,117.56350056320034,117.98727159214491,117.83624788450697
